filename,width,height,class,xmin,ymin,xmax,ymax
1386.jpg,128,128,Herpes Virus,44,20,80,89
1470.jpg,128,128,Hives,33,46,83,121
1470.jpg,128,128,Hives,18,16,57,41
1470.jpg,128,128,Hives,96,81,125,122
943.jpg,128,128,Chickenpox,52,59,107,95
359.jpg,128,128,Carcinoma,37,45,92,96
2181.jpg,128,128,Pemphigoid,5,15,58,123
2181.jpg,128,128,Pemphigoid,75,14,114,114
203.jpg,128,128,Carcinoma,49,40,78,94
85.jpg,128,128,Actinic,59,34,109,87
1225.jpg,128,128,Dystrophic Bullosa,28,9,106,87
48.jpg,128,128,Actinic,54,30,73,53
48.jpg,128,128,Actinic,98,74,128,110
1948.jpg,128,128,Melanoma,61,61,87,93
1663.jpg,128,128,Keloids,95,6,114,23
1663.jpg,128,128,Keloids,63,62,107,87
1663.jpg,128,128,Keloids,51,95,93,119
1688.jpg,128,128,Measles,45,30,82,83
888.jpg,128,128,Chickenpox,39,2,87,40
888.jpg,128,128,Chickenpox,33,88,100,127
26.jpg,128,128,Actinic,34,15,99,59
26.jpg,128,128,Actinic,55,78,76,123
630.jpg,128,128,Carbuncle,58,19,107,65
72.jpg,128,128,Actinic,49,12,67,35
72.jpg,128,128,Actinic,52,55,69,89
12.jpg,128,128,Actinic,19,15,96,89
914.jpg,128,128,Chickenpox,59,17,81,30
914.jpg,128,128,Chickenpox,15,14,32,27
914.jpg,128,128,Chickenpox,47,74,64,86
914.jpg,128,128,Chickenpox,24,109,38,120
914.jpg,128,128,Chickenpox,91,63,103,73
2397.jpg,128,128,Pyoderma Gangrenosum,8,20,91,108
1124.jpg,128,128,Cold Sore,54,30,90,59
274.jpg,128,128,Carcinoma,40,87,82,112
1498.jpg,128,128,Hives,39,39,112,102
667.jpg,128,128,Carbuncle,22,43,94,94
1226.jpg,128,128,Dystrophic Bullosa,47,19,94,72
779.jpg,128,128,Cellulitis,32,18,82,84
116.jpg,128,128,Actinic,61,41,109,79
116.jpg,128,128,Actinic,38,87,72,109
116.jpg,128,128,Actinic,13,3,41,24
1804.jpg,128,128,Melanoma,14,21,117,88
1641.jpg,128,128,Keloids,89,6,113,29
1641.jpg,128,128,Keloids,33,68,100,114
1387.jpg,128,128,Herpes Virus,10,40,41,65
1387.jpg,128,128,Herpes Virus,68,18,82,32
2312.jpg,128,128,Pyoderma Gangrenosum,11,15,123,121
1088.jpg,128,128,Chickenpox,62,43,75,57
1088.jpg,128,128,Chickenpox,89,111,105,121
1088.jpg,128,128,Chickenpox,58,69,69,84
1088.jpg,128,128,Chickenpox,43,12,53,21
1088.jpg,128,128,Chickenpox,79,10,92,22
1114.jpg,128,128,Chickenpox,49,83,59,92
1114.jpg,128,128,Chickenpox,90,60,101,69
1114.jpg,128,128,Chickenpox,105,9,117,21
435.jpg,128,128,Carcinoma,44,42,74,81
2462.jpg,128,128,Squamous Carcinoma,40,37,90,82
2441.jpg,128,128,Squamous Carcinoma,17,20,101,99
585.jpeg,128,128,Bowen,32,21,99,110
426.jpg,128,128,Carcinoma,38,47,93,98
97.jpg,128,128,Actinic,41,27,84,95
1813.jpg,128,128,Melanoma,16,34,109,126
1403.jpg,128,128,Herpes Virus,16,20,104,55
1403.jpg,128,128,Herpes Virus,80,81,110,123
64.jpg,128,128,Actinic,25,27,82,89
2087.jpg,128,128,Melanoma,25,4,119,55
875.jpg,128,128,Cellulitis,36,13,109,103
2285.jpg,128,128,Psoriasis,38,100,58,116
2285.jpg,128,128,Psoriasis,52,42,128,87
2125.jpg,128,128,Melanoma,41,38,80,97
838.jpg,128,128,Cellulitis,49,56,110,117
1483.jpg,128,128,Hives,55,40,74,57
1483.jpg,128,128,Hives,37,76,52,99
1724.jpg,128,128,Measles,38,10,122,111
2297.jpg,128,128,Psoriasis,30,37,95,87
2366.jpg,128,128,Pyoderma Gangrenosum,18,4,127,120
1820.jpg,128,128,Melanoma,34,37,91,98
2309.jpg,128,128,Psoriasis,39,46,110,121
2309.jpg,128,128,Psoriasis,73,1,103,15
2480.jpg,128,128,Wart,64,48,83,74
1328.jpg,128,128,Nail Fungal Infection,75,91,101,105
1328.jpg,128,128,Nail Fungal Infection,110,63,124,84
1328.jpg,128,128,Nail Fungal Infection,43,92,64,109
969.jpg,128,128,Chickenpox,8,65,21,80
969.jpg,128,128,Chickenpox,40,69,50,78
969.jpg,128,128,Chickenpox,63,57,81,76
969.jpg,128,128,Chickenpox,99,103,113,114
969.jpg,128,128,Chickenpox,47,31,58,38
1691.jpg,128,128,Measles,20,22,117,123
1978.jpg,128,128,Melanoma,41,38,86,95
2018.jpg,128,128,Melanoma,44,22,94,100
1685.jpg,128,128,Measles,18,18,109,104
406.jpg,128,128,Carcinoma,63,24,95,66
690.jpg,128,128,Carbuncle,23,23,96,108
1531.jpg,128,128,Impetigo,29,34,95,113
1747.jpg,128,128,Measles,62,82,79,93
1747.jpg,128,128,Measles,77,103,89,112
1747.jpg,128,128,Measles,27,9,42,23
2124.jpg,128,128,Melanoma,51,27,86,77
1994.jpg,128,128,Melanoma,48,22,62,44
1994.jpg,128,128,Melanoma,67,95,77,104
1361.jpg,128,128,Herpes Virus,41,45,85,83
1725.jpg,128,128,Measles,6,15,120,116
631.jpg,128,128,Carbuncle,29,24,99,86
2251.jpg,128,128,Psoriasis,42,87,82,128
2251.jpg,128,128,Psoriasis,38,39,72,82
2251.jpg,128,128,Psoriasis,78,35,107,75
2251.jpg,128,128,Psoriasis,44,3,95,32
2536.jpg,128,128,Wart,50,33,86,90
437.jpg,128,128,Carcinoma,50,64,78,93
2250.jpg,128,128,Psoriasis,16,25,110,110
1617.jpg,128,128,Keloids,16,26,105,92
1847.jpg,128,128,Melanoma,49,38,85,97
1805.jpg,128,128,Melanoma,29,35,99,109
7.jpg,128,128,Actinic,21,12,109,117
297.jpg,128,128,Carcinoma,52,48,74,74
1229.jpg,128,128,Dystrophic Bullosa,85,24,117,79
1229.jpg,128,128,Dystrophic Bullosa,23,50,76,75
1229.jpg,128,128,Dystrophic Bullosa,2,83,39,111
1229.jpg,128,128,Dystrophic Bullosa,50,7,80,29
2389.jpg,128,128,Pyoderma Gangrenosum,15,17,106,117
1160.jpg,128,128,Cold Sore,29,62,58,90
1160.jpg,128,128,Cold Sore,88,38,115,73
1011.jpg,128,128,Chickenpox,20,28,107,124
1788.jpg,128,128,Melanoma,16,30,91,87
412.jpg,128,128,Carcinoma,20,27,113,111
111.jpg,128,128,Actinic,4,13,30,94
111.jpg,128,128,Actinic,86,108,128,126
111.jpg,128,128,Actinic,44,67,62,82
111.jpg,128,128,Actinic,46,22,59,37
111.jpg,128,128,Actinic,32,111,42,124
111.jpg,128,128,Actinic,79,39,95,54
213.jpg,128,128,Carcinoma,34,12,57,43
213.jpg,128,128,Carcinoma,83,80,111,105
1044.jpg,128,128,Chickenpox,35,85,82,109
1044.jpg,128,128,Chickenpox,50,14,63,45
1044.jpg,128,128,Chickenpox,100,40,109,49
181.jpg,128,128,Carcinoma,29,46,79,90
35.jpg,128,128,Actinic,50,52,85,86
1190.jpg,128,128,Cold Sore,37,34,76,67
2240.jpg,128,128,Psoriasis,22,38,99,90
2351.jpg,128,128,Pyoderma Gangrenosum,28,7,108,104
2149.jpg,128,128,Melanoma,26,1,107,122
1745.jpg,128,128,Measles,14,16,120,123
1500.jpg,128,128,Impetigo,57,47,96,89
1189.jpg,128,128,Cold Sore,22,34,70,87
1304.jpg,128,128,Nail Fungal Infection,41,35,103,67
803.jpg,128,128,Cellulitis,16,9,120,98
2457.jpg,128,128,Squamous Carcinoma,13,12,97,82
2132.jpg,128,128,Melanoma,58,55,77,72
1913.jpg,128,128,Melanoma,37,51,91,94
1076.jpg,128,128,Chickenpox,60,26,87,47
1076.jpg,128,128,Chickenpox,51,94,72,119
1076.jpg,128,128,Chickenpox,27,58,41,72
1076.jpg,128,128,Chickenpox,1,28,17,54
2514.jpg,128,128,Wart,45,54,97,95
330.jpg,128,128,Carcinoma,41,49,73,84
2171.jpg,128,128,Pemphigoid,4,10,41,48
2171.jpg,128,128,Pemphigoid,41,64,90,120
2171.jpg,128,128,Pemphigoid,98,41,125,91
1277.jpg,128,128,Nail Fungal Infection,42,8,100,57
2380.jpg,128,128,Pyoderma Gangrenosum,8,18,124,125
2221.jpg,128,128,Pityriasis Rubra Pilaris,5,4,117,123
1401.jpg,128,128,Herpes Virus,41,28,102,74
248.jpg,128,128,Carcinoma,39,16,103,88
849.jpg,128,128,Cellulitis,77,40,105,70
1772.jpg,128,128,Measles,15,16,106,95
918.jpg,128,128,Chickenpox,2,58,57,119
918.jpg,128,128,Chickenpox,65,94,87,109
918.jpg,128,128,Chickenpox,33,7,57,28
269.jpg,128,128,Carcinoma,35,50,82,78
16.jpg,128,128,Actinic,55,9,81,42
16.jpg,128,128,Actinic,44,92,69,126
1201.jpg,128,128,Dystrophic Bullosa,90,19,121,46
2482.jpg,128,128,Wart,4,26,91,114
2137.jpg,128,128,Melanoma,21,11,109,122
459.jpg,128,128,Carcinoma,6,36,55,70
1644.jpg,128,128,Keloids,10,7,103,121
2288.jpg,128,128,Psoriasis,13,66,119,100
1689.jpg,128,128,Measles,3,13,128,66
1689.jpg,128,128,Measles,25,73,77,125
1652.jpg,128,128,Keloids,88,13,121,76
1652.jpg,128,128,Keloids,11,31,84,109
210.jpg,128,128,Carcinoma,59,41,76,64
210.jpg,128,128,Carcinoma,86,37,102,52
210.jpg,128,128,Carcinoma,30,31,44,42
1264.jpg,128,128,Nail Fungal Infection,4,16,82,57
383.jpg,128,128,Carcinoma,68,69,97,109
418.jpg,128,128,Carcinoma,41,67,69,90
418.jpg,128,128,Carcinoma,72,39,97,70
214.jpg,128,128,Carcinoma,40,42,75,78
247.jpg,128,128,Carcinoma,42,47,77,100
240.jpg,128,128,Carcinoma,43,44,82,83
1123.jpg,128,128,Cold Sore,63,47,85,72
1787.jpg,128,128,Melanoma,27,63,66,96
697.jpg,128,128,Carbuncle,41,36,86,73
697.jpg,128,128,Carbuncle,85,107,120,122
1233.jpg,128,128,Dystrophic Bullosa,26,60,85,107
1233.jpg,128,128,Dystrophic Bullosa,63,33,101,53
1198.jpg,128,128,Dystrophic Bullosa,29,11,112,96
309.jpg,128,128,Carcinoma,14,23,88,67
121.jpg,128,128,Actinic,58,15,73,35
1111.jpg,128,128,Chickenpox,41,83,84,109
1111.jpg,128,128,Chickenpox,62,16,80,38
1111.jpg,128,128,Chickenpox,105,95,113,108
1111.jpg,128,128,Chickenpox,102,23,113,33
1834.jpg,128,128,Melanoma,50,58,68,76
1696.jpg,128,128,Measles,36,54,106,118
783.jpg,128,128,Cellulitis,39,1,111,101
1364.jpg,128,128,Herpes Virus,14,14,109,69
507.jpg,128,128,Carcinoma,29,46,72,92
1731.jpg,128,128,Measles,18,14,112,110
2521.jpg,128,128,Wart,12,28,55,92
1553.jpg,128,128,Impetigo,12,48,31,80
1553.jpg,128,128,Impetigo,51,31,72,66
689.jpg,128,128,Carbuncle,22,39,82,101
619.jpg,128,128,Carbuncle,32,41,122,102
575.jpeg,128,128,Bowen,26,46,97,103
811.jpg,128,128,Cellulitis,36,33,75,76
2383.jpg,128,128,Pyoderma Gangrenosum,7,11,104,118
1449.jpg,128,128,Hives,31,80,94,120
1449.jpg,128,128,Hives,29,13,103,37
1569.jpg,128,128,Impetigo,18,8,64,65
1569.jpg,128,128,Impetigo,98,22,125,53
1569.jpg,128,128,Impetigo,54,78,83,114
865.jpg,128,128,Cellulitis,7,52,53,77
865.jpg,128,128,Cellulitis,106,38,128,67
1443.jpg,128,128,Hives,2,79,53,128
1353.jpg,128,128,Herpes Virus,38,80,73,108
368.jpg,128,128,Carcinoma,33,13,106,106
1551.jpg,128,128,Impetigo,29,81,101,124
1551.jpg,128,128,Impetigo,70,48,86,60
1551.jpg,128,128,Impetigo,74,20,91,30
1551.jpg,128,128,Impetigo,104,66,119,78
1551.jpg,128,128,Impetigo,86,36,107,49
2493.jpg,128,128,Wart,48,41,84,88
349.jpg,128,128,Carcinoma,15,9,83,81
1615.jpg,128,128,Keloids,48,8,95,103
1894.jpg,128,128,Melanoma,23,7,107,113
1141.jpg,128,128,Cold Sore,76,97,92,114
2242.jpg,128,128,Psoriasis,51,1,104,82
2242.jpg,128,128,Psoriasis,18,14,48,44
2242.jpg,128,128,Psoriasis,30,50,56,74
2242.jpg,128,128,Psoriasis,11,78,29,96
2242.jpg,128,128,Psoriasis,50,103,78,127
1306.jpg,128,128,Nail Fungal Infection,45,25,109,101
2494.jpg,128,128,Wart,40,42,75,100
850.jpg,128,128,Cellulitis,43,48,87,112
381.jpg,128,128,Carcinoma,40,37,96,88
1949.jpg,128,128,Melanoma,51,33,95,102
701.jpg,128,128,Carbuncle,51,49,81,82
1722.jpg,128,128,Measles,10,31,121,116
2201.jpg,128,128,Pemphigoid,23,21,60,57
2201.jpg,128,128,Pemphigoid,85,59,117,95
2201.jpg,128,128,Pemphigoid,92,21,109,49
892.jpg,128,128,Chickenpox,14,9,108,123
1061.jpg,128,128,Chickenpox,47,54,118,84
1061.jpg,128,128,Chickenpox,66,109,82,120
219.jpg,128,128,Carcinoma,36,41,101,111
2041.jpg,128,128,Melanoma,11,10,91,110
2169.jpg,128,128,Pemphigoid,58,18,123,76
2169.jpg,128,128,Pemphigoid,13,66,85,128
2505.jpg,128,128,Wart,29,72,128,122
2505.jpg,128,128,Wart,5,21,18,60
1711.jpg,128,128,Measles,8,5,114,74
362.jpg,128,128,Carcinoma,29,25,78,89
2277.jpg,128,128,Psoriasis,20,40,125,110
396.jpg,128,128,Carcinoma,42,49,76,91
1148.jpg,128,128,Cold Sore,37,10,105,51
1148.jpg,128,128,Cold Sore,18,68,46,115
1148.jpg,128,128,Cold Sore,90,78,120,111
153.jpg,128,128,Bacterial Infection,61,64,70,74
153.jpg,128,128,Bacterial Infection,106,63,128,86
153.jpg,128,128,Bacterial Infection,86,63,99,76
153.jpg,128,128,Bacterial Infection,4,48,18,63
153.jpg,128,128,Bacterial Infection,14,27,24,37
153.jpg,128,128,Bacterial Infection,78,104,90,115
153.jpg,128,128,Bacterial Infection,58,21,70,35
153.jpg,128,128,Bacterial Infection,32,74,42,84
2022.jpg,128,128,Melanoma,43,33,78,82
2069.jpg,128,128,Melanoma,36,50,76,86
725.jpg,128,128,Cellulitis,27,49,71,98
445.jpg,128,128,Carcinoma,58,52,78,83
1965.jpg,128,128,Melanoma,58,47,76,65
262.jpg,128,128,Carcinoma,22,52,85,86
2445.jpg,128,128,Squamous Carcinoma,18,27,108,93
1752.jpg,128,128,Chickenpox,17,28,119,121
1719.jpg,128,128,Measles,35,23,123,112
2198.jpg,128,128,Pemphigoid,35,4,122,37
2198.jpg,128,128,Pemphigoid,48,61,92,125
2198.jpg,128,128,Pemphigoid,10,23,30,55
1581.jpg,128,128,Impetigo,2,35,76,118
1581.jpg,128,128,Impetigo,93,56,119,71
1464.jpg,128,128,Hives,46,61,105,112
1464.jpg,128,128,Hives,82,31,108,53
1521.jpg,128,128,Impetigo,26,47,86,106
1928.jpg,128,128,Melanoma,27,29,108,99
136.jpg,128,128,Actinic,29,20,101,99
1520.jpg,128,128,Impetigo,56,57,114,122
1520.jpg,128,128,Impetigo,11,53,52,109
612.jpeg,128,128,Bowen,40,42,75,86
612.jpeg,128,128,Bowen,99,47,118,71
82.jpg,128,128,Actinic,55,61,97,97
82.jpg,128,128,Actinic,1,67,14,89
82.jpg,128,128,Actinic,20,1,40,16
2259.jpg,128,128,Psoriasis,1,83,33,125
2259.jpg,128,128,Psoriasis,77,31,108,57
2259.jpg,128,128,Psoriasis,80,89,97,110
2259.jpg,128,128,Psoriasis,10,24,42,61
2259.jpg,128,128,Psoriasis,1,61,31,80
748.jpg,128,128,Cellulitis,19,12,102,111
2518.jpg,128,128,Wart,11,70,48,106
2518.jpg,128,128,Wart,63,30,101,72
2518.jpg,128,128,Wart,31,11,46,27
1380.jpg,128,128,Herpes Virus,32,21,88,68
656.jpg,128,128,Carbuncle,35,53,72,88
1665.jpg,128,128,Keloids,32,68,93,92
100.jpg,128,128,Actinic,30,16,76,50
100.jpg,128,128,Actinic,47,63,62,78
2258.jpg,128,128,Psoriasis,1,10,29,40
1408.jpg,128,128,Hives,6,2,56,47
1408.jpg,128,128,Hives,17,59,47,95
1408.jpg,128,128,Hives,96,67,123,84
1408.jpg,128,128,Hives,84,99,117,128
300.jpg,128,128,Carcinoma,85,49,102,68
1536.jpg,128,128,Impetigo,9,67,49,112
1536.jpg,128,128,Impetigo,91,70,122,107
1497.jpg,128,128,Hives,1,74,18,107
1497.jpg,128,128,Hives,46,24,128,104
2515.jpg,128,128,Wart,38,31,112,87
665.jpg,128,128,Carbuncle,40,37,101,97
2002.jpg,128,128,Melanoma,9,50,42,75
1359.jpg,128,128,Herpes Virus,45,26,97,77
555.jpeg,128,128,Bowen,48,41,91,88
1453.jpg,128,128,Hives,23,8,87,42
1453.jpg,128,128,Hives,28,56,72,80
2028.jpg,128,128,Melanoma,39,43,83,90
641.jpg,128,128,Carbuncle,43,39,78,88
1574.jpg,128,128,Impetigo,46,19,101,108
86.jpg,128,128,Actinic,18,11,66,40
86.jpg,128,128,Actinic,83,28,117,52
2359.jpg,128,128,Pyoderma Gangrenosum,18,19,113,111
2438.jpg,128,128,Squamous Carcinoma,16,13,92,93
168.jpg,128,128,Bacterial Infection,15,24,100,82
1136.jpg,128,128,Cold Sore,42,31,75,72
985.jpg,128,128,Chickenpox,25,66,109,125
985.jpg,128,128,Chickenpox,33,14,104,56
1476.jpg,128,128,Hives,32,2,79,33
1476.jpg,128,128,Hives,46,56,104,117
1561.jpg,128,128,Impetigo,58,55,115,117
1561.jpg,128,128,Impetigo,7,28,49,96
2407.jpg,128,128,Squamous Carcinoma,56,46,102,88
342.jpg,128,128,Carcinoma,33,47,79,104
1753.jpg,128,128,Measles,23,60,96,123
1753.jpg,128,128,Measles,16,2,82,40
1753.jpg,128,128,Measles,91,6,116,37
624.jpg,128,128,Carbuncle,21,87,44,111
624.jpg,128,128,Carbuncle,7,6,36,61
624.jpg,128,128,Carbuncle,95,99,116,121
624.jpg,128,128,Carbuncle,56,63,85,99
624.jpg,128,128,Carbuncle,101,22,126,57
801.jpg,128,128,Cellulitis,51,57,94,94
1467.jpg,128,128,Hives,40,23,82,79
1467.jpg,128,128,Hives,86,8,117,42
1467.jpg,128,128,Hives,56,90,74,120
47.jpg,128,128,Actinic,6,7,123,74
940.jpg,128,128,Chickenpox,18,82,35,99
940.jpg,128,128,Chickenpox,106,93,120,119
940.jpg,128,128,Chickenpox,60,68,74,80
1146.jpg,128,128,Cold Sore,18,70,49,110
1118.jpg,128,128,Chickenpox,20,33,34,46
1118.jpg,128,128,Chickenpox,81,55,90,66
1118.jpg,128,128,Chickenpox,33,64,46,82
1118.jpg,128,128,Chickenpox,66,91,78,98
1118.jpg,128,128,Chickenpox,63,1,71,11
1118.jpg,128,128,Chickenpox,44,108,53,115
28.jpg,128,128,Actinic,54,22,113,77
301.jpg,128,128,Carcinoma,26,58,96,103
1107.jpg,128,128,Chickenpox,46,95,61,110
1107.jpg,128,128,Chickenpox,104,59,120,73
1107.jpg,128,128,Chickenpox,67,26,84,48
1107.jpg,128,128,Chickenpox,96,8,111,31
2081.jpg,128,128,Melanoma,57,61,78,84
696.jpg,128,128,Carbuncle,38,59,54,70
980.jpg,128,128,Chickenpox,27,45,120,115
1955.jpg,128,128,Melanoma,41,43,85,88
408.jpg,128,128,Carcinoma,45,38,78,74
1009.jpg,128,128,Chickenpox,57,69,73,87
1009.jpg,128,128,Chickenpox,109,38,122,50
1220.jpg,128,128,Dystrophic Bullosa,12,23,48,72
917.jpg,128,128,Chickenpox,67,39,78,54
917.jpg,128,128,Chickenpox,67,99,89,111
917.jpg,128,128,Chickenpox,30,1,39,12
238.jpg,128,128,Carcinoma,54,61,72,90
1835.jpg,128,128,Melanoma,28,36,109,89
1917.jpg,128,128,Melanoma,58,12,76,29
92.jpg,128,128,Actinic,40,38,89,99
152.jpg,128,128,Bacterial Infection,38,16,95,83
149.jpg,128,128,Bacterial Infection,18,24,91,124
848.jpg,128,128,Cellulitis,22,11,112,91
1575.jpg,128,128,Impetigo,45,49,78,103
1027.jpg,128,128,Chickenpox,8,68,49,118
1027.jpg,128,128,Chickenpox,83,82,123,119
1027.jpg,128,128,Chickenpox,71,30,101,54
1984.jpg,128,128,Melanoma,48,30,88,91
765.jpg,128,128,Cellulitis,75,31,120,85
729.jpg,128,128,Cellulitis,92,24,120,91
729.jpg,128,128,Cellulitis,5,11,44,48
2433.jpg,128,128,Squamous Carcinoma,14,15,103,111
1173.jpg,128,128,Cold Sore,52,76,70,114
1074.jpg,128,128,Chickenpox,10,20,80,116
545.jpeg,128,128,Bowen,64,53,104,90
835.jpg,128,128,Cellulitis,32,37,85,64
1801.jpg,128,128,Melanoma,42,38,97,93
1661.jpg,128,128,Keloids,49,41,95,82
1134.jpg,128,128,Cold Sore,60,71,81,101
278.jpg,128,128,Carcinoma,74,34,105,86
586.jpeg,128,128,Bowen,57,69,101,108
144.jpg,128,128,Bacterial Infection,60,81,92,106
31.jpg,128,128,Actinic,33,68,102,128
1896.jpg,128,128,Melanoma,27,40,79,106
1960.jpg,128,128,Melanoma,49,44,78,75
2195.jpg,128,128,Pemphigoid,1,31,111,105
2195.jpg,128,128,Pemphigoid,75,9,115,33
2372.jpg,128,128,Pyoderma Gangrenosum,18,13,123,110
1096.jpg,128,128,Chickenpox,27,102,38,116
1096.jpg,128,128,Chickenpox,15,76,24,87
1096.jpg,128,128,Chickenpox,71,94,77,101
1096.jpg,128,128,Chickenpox,47,113,55,121
2260.jpg,128,128,Psoriasis,26,44,105,115
1197.jpg,128,128,Dystrophic Bullosa,29,3,113,83
1197.jpg,128,128,Dystrophic Bullosa,69,89,96,128
398.jpg,128,128,Carcinoma,25,25,90,83
703.jpg,128,128,Carbuncle,69,53,93,82
2461.jpg,128,128,Squamous Carcinoma,19,26,81,93
1519.jpg,128,128,Impetigo,38,44,100,94
2038.jpg,128,128,Melanoma,33,36,98,87
1969.jpg,128,128,Melanoma,19,42,76,86
541.jpeg,128,128,Bowen,46,42,80,92
537.jpeg,128,128,Bowen,28,33,88,94
1153.jpg,128,128,Cold Sore,35,52,79,80
735.jpg,128,128,Cellulitis,12,11,97,100
973.jpg,128,128,Chickenpox,56,70,93,110
973.jpg,128,128,Chickenpox,67,49,79,61
973.jpg,128,128,Chickenpox,104,24,121,57
1093.jpg,128,128,Chickenpox,73,13,90,32
1093.jpg,128,128,Chickenpox,88,39,101,49
1093.jpg,128,128,Chickenpox,37,87,47,100
1093.jpg,128,128,Chickenpox,67,101,77,114
1093.jpg,128,128,Chickenpox,88,64,105,89
1025.jpg,128,128,Chickenpox,35,34,78,69
1025.jpg,128,128,Chickenpox,66,80,114,115
1434.jpg,128,128,Hives,36,54,87,103
1434.jpg,128,128,Hives,88,54,113,83
139.jpg,128,128,Actinic,88,2,118,41
139.jpg,128,128,Actinic,55,64,81,77
139.jpg,128,128,Actinic,59,23,79,48
139.jpg,128,128,Actinic,104,75,113,84
188.jpg,128,128,Carcinoma,45,35,84,90
2290.jpg,128,128,Psoriasis,25,48,78,91
2290.jpg,128,128,Psoriasis,84,6,97,17
2290.jpg,128,128,Psoriasis,31,20,41,37
2402.jpg,128,128,Pyoderma Gangrenosum,25,19,128,109
243.jpg,128,128,Carcinoma,47,46,86,77
819.jpg,128,128,Cellulitis,48,5,97,74
1127.jpg,128,128,Cold Sore,51,81,78,112
1767.jpg,128,128,Measles,9,17,121,119
169.jpg,128,128,Bacterial Infection,18,2,127,113
791.jpg,128,128,Cellulitis,51,33,86,63
2538.jpg,128,128,Wart,10,70,69,120
574.jpeg,128,128,Bowen,50,75,86,92
574.jpeg,128,128,Bowen,46,21,75,38
840.jpg,128,128,Cellulitis,32,39,81,98
1759.jpg,128,128,Measles,39,2,66,60
2085.jpg,128,128,Melanoma,14,24,114,100
2075.jpg,128,128,Melanoma,44,41,84,84
1879.jpg,128,128,Melanoma,48,38,92,73
1880.jpg,128,128,Melanoma,44,23,116,80
924.jpg,128,128,Chickenpox,47,46,61,56
924.jpg,128,128,Chickenpox,65,16,78,28
924.jpg,128,128,Chickenpox,92,10,104,19
924.jpg,128,128,Chickenpox,17,40,27,52
479.jpg,128,128,Carcinoma,58,35,75,66
388.jpg,128,128,Carcinoma,41,31,78,88
2352.jpg,128,128,Pyoderma Gangrenosum,8,15,120,112
148.jpg,128,128,Bacterial Infection,31,3,102,128
1576.jpg,128,128,Impetigo,37,27,112,74
1803.jpg,128,128,Melanoma,29,20,108,111
810.jpg,128,128,Cellulitis,47,43,106,98
1388.jpg,128,128,Herpes Virus,15,42,110,88
170.jpg,128,128,Bacterial Infection,51,35,93,85
1395.jpg,128,128,Herpes Virus,24,13,83,107
60.jpg,128,128,Actinic,12,85,75,120
60.jpg,128,128,Actinic,82,48,116,80
1892.jpg,128,128,Melanoma,54,36,110,120
1892.jpg,128,128,Melanoma,24,83,49,114
1797.jpg,128,128,Melanoma,41,23,81,105
821.jpg,128,128,Cellulitis,45,59,78,91
38.jpg,128,128,Actinic,57,58,89,94
38.jpg,128,128,Actinic,23,36,44,69
1218.jpg,128,128,Dystrophic Bullosa,8,31,53,100
1218.jpg,128,128,Dystrophic Bullosa,80,15,126,63
1139.jpg,128,128,Cold Sore,54,35,88,75
271.jpg,128,128,Carcinoma,59,50,84,80
1046.jpg,128,128,Chickenpox,87,28,126,57
1046.jpg,128,128,Chickenpox,1,59,26,86
576.jpeg,128,128,Bowen,38,38,96,89
1980.jpg,128,128,Melanoma,50,39,92,67
2294.jpg,128,128,Psoriasis,13,27,86,98
2294.jpg,128,128,Psoriasis,97,44,116,84
2226.jpg,128,128,Pityriasis Rubra Pilaris,18,6,115,128
1461.jpg,128,128,Hives,11,55,120,121
211.jpg,128,128,Carcinoma,39,27,88,100
2528.jpg,128,128,Wart,57,38,97,117
250.jpg,128,128,Carcinoma,50,44,89,87
1246.jpg,128,128,Dystrophic Bullosa,39,70,54,85
1246.jpg,128,128,Dystrophic Bullosa,25,108,45,124
1246.jpg,128,128,Dystrophic Bullosa,12,86,26,102
1246.jpg,128,128,Dystrophic Bullosa,83,102,98,122
1246.jpg,128,128,Dystrophic Bullosa,108,102,125,120
1246.jpg,128,128,Dystrophic Bullosa,11,2,30,42
1246.jpg,128,128,Dystrophic Bullosa,84,69,94,84
2386.jpg,128,128,Pyoderma Gangrenosum,10,26,86,104
1992.jpg,128,128,Melanoma,45,46,72,80
372.jpg,128,128,Carcinoma,31,34,61,78
895.jpg,128,128,Chickenpox,61,100,97,128
895.jpg,128,128,Chickenpox,59,24,86,57
563.jpeg,128,128,Bowen,5,2,121,124
2014.jpg,128,128,Melanoma,39,27,92,83
751.jpg,128,128,Cellulitis,38,14,111,96
142.jpg,128,128,Bacterial Infection,15,19,88,100
142.jpg,128,128,Bacterial Infection,106,68,125,88
142.jpg,128,128,Bacterial Infection,93,20,121,37
805.jpg,128,128,Cellulitis,54,29,122,93
2216.jpg,128,128,Pityriasis Rubra Pilaris,12,33,84,89
1570.jpg,128,128,Impetigo,72,74,105,119
1570.jpg,128,128,Impetigo,8,45,22,63
1570.jpg,128,128,Impetigo,98,42,110,54
1742.jpg,128,128,Measles,22,11,112,125
1426.jpg,128,128,Hives,8,21,119,91
1052.jpg,128,128,Chickenpox,44,78,65,105
1052.jpg,128,128,Chickenpox,8,55,22,76
1052.jpg,128,128,Chickenpox,106,11,120,42
1052.jpg,128,128,Chickenpox,12,5,27,23
1052.jpg,128,128,Chickenpox,120,81,128,93
2364.jpg,128,128,Pyoderma Gangrenosum,38,6,118,82
2364.jpg,128,128,Pyoderma Gangrenosum,82,92,127,128
